GEO_PICT,TIME_PERIOD,value,REF_AREA,COUNTRY
TV,1998,-0.1,TV,Tuvalu
TV,1999,-0.2,TV,Tuvalu
TV,2000,-0.1,TV,Tuvalu
TV,2001,0.2,TV,Tuvalu
TV,2002,0.5,TV,Tuvalu
TV,2003,0.6,TV,Tuvalu
TV,2004,0.6,TV,Tuvalu
TV,2005,0.5,TV,Tuvalu
TV,2006,0.5,TV,Tuvalu
TV,2007,0.4,TV,Tuvalu
TV,2008,-0.1,TV,Tuvalu
TV,2009,0.4,TV,Tuvalu
TV,2010,0.2,TV,Tuvalu
TV,2011,-0.2,TV,Tuvalu
TV,2012,0.3,TV,Tuvalu
TV,2013,0.4,TV,Tuvalu
TV,2014,0.6,TV,Tuvalu
TV,2015,0.6,TV,Tuvalu
TV,2016,0.7,TV,Tuvalu
TV,2017,0.5,TV,Tuvalu
TV,2018,0.6,TV,Tuvalu
TV,2019,0.8,TV,Tuvalu
TV,2020,0.6,TV,Tuvalu
TV,2021,0.2,TV,Tuvalu
TV,2022,0.0,TV,Tuvalu
TV,2023,0.7,TV,Tuvalu
TV,2024,0.9,TV,Tuvalu
TV,2025,0.5,TV,Tuvalu
PG,1990,0.0,PG,Papua New Guinea
PG,1991,-0.1,PG,Papua New Guinea
PG,1992,-0.2,PG,Papua New Guinea
PG,1993,-0.4,PG,Papua New Guinea
PG,1994,-0.2,PG,Papua New Guinea
PG,1995,0.2,PG,Papua New Guinea
PG,1996,0.4,PG,Papua New Guinea
PG,1997,-0.2,PG,Papua New Guinea
PG,1998,0.6,PG,Papua New Guinea
PG,1999,0.2,PG,Papua New Guinea
PG,2000,0.2,PG,Papua New Guinea
PG,2001,0.3,PG,Papua New Guinea
PG,2002,0.3,PG,Papua New Guinea
PG,2003,0.3,PG,Papua New Guinea
PG,2004,0.1,PG,Papua New Guinea
PG,2005,0.3,PG,Papua New Guinea
PG,2006,0.1,PG,Papua New Guinea
PG,2007,0.3,PG,Papua New Guinea
PG,2008,0.2,PG,Papua New Guinea
PG,2009,0.4,PG,Papua New Guinea
PG,2010,0.7,PG,Papua New Guinea
PG,2011,0.3,PG,Papua New Guinea
PG,2012,0.2,PG,Papua New Guinea
PG,2013,0.4,PG,Papua New Guinea
PG,2014,0.2,PG,Papua New Guinea
PG,2015,0.2,PG,Papua New Guinea
PG,2016,0.8,PG,Papua New Guinea
PG,2017,0.7,PG,Papua New Guinea
PG,2018,0.5,PG,Papua New Guinea
PG,2019,0.2,PG,Papua New Guinea
PG,2020,0.7,PG,Papua New Guinea
PG,2021,0.7,PG,Papua New Guinea
PG,2022,0.9,PG,Papua New Guinea
PG,2023,0.6,PG,Papua New Guinea
PG,2024,1.0,PG,Papua New Guinea
PG,2025,1.1,PG,Papua New Guinea
WS,1990,0.1,WS,Samoa
WS,1991,0.4,WS,Samoa
WS,1992,0.2,WS,Samoa
WS,1993,0.1,WS,Samoa
WS,1994,0.3,WS,Samoa
WS,1995,0.3,WS,Samoa
WS,1996,0.1,WS,Samoa
WS,1997,-0.1,WS,Samoa
WS,1998,-0.2,WS,Samoa
WS,1999,0.0,WS,Samoa
WS,2000,0.2,WS,Samoa
WS,2001,0.2,WS,Samoa
WS,2002,0.4,WS,Samoa
WS,2003,0.5,WS,Samoa
WS,2004,0.5,WS,Samoa
WS,2005,0.6,WS,Samoa
WS,2006,0.5,WS,Samoa
WS,2007,0.5,WS,Samoa
WS,2008,0.0,WS,Samoa
WS,2009,0.4,WS,Samoa
WS,2010,0.4,WS,Samoa
WS,2011,0.0,WS,Samoa
WS,2012,0.4,WS,Samoa
WS,2013,0.5,WS,Samoa
WS,2014,0.6,WS,Samoa
WS,2015,0.5,WS,Samoa
WS,2016,0.6,WS,Samoa
WS,2017,0.6,WS,Samoa
WS,2018,0.6,WS,Samoa
WS,2019,0.7,WS,Samoa
WS,2020,0.6,WS,Samoa
WS,2021,0.3,WS,Samoa
WS,2022,0.2,WS,Samoa
WS,2023,0.6,WS,Samoa
WS,2024,0.8,WS,Samoa
WS,2025,0.5,WS,Samoa
